airport_icao;visibility;wind_speed;wind_direction;rvr;runway_designator_number;runway_designator_side;runway_ils_category;headwind;crosswind;ceiling;weather_phenomenon;ILS;RNAV;RNP;VISUAL
KATL;10.0;10;330;>6000 ;28;X;No ILS;6.4;7.7;-1.0;None;0;0;0;1
KORD;10.0;18;200;>6000 ;28;C;CAT III;3.1;17.7;25000.0;None;1;0;0;1
KORD;10.0;18;200;>6000 ;27;C;CAT III;6.2;16.9;25000.0;None;1;0;0;1
KORD;10.0;18;200;>6000 ;27;R;CAT III;6.2;16.9;25000.0;None;1;0;0;1
KJFK;10.0;23;320;>6000 ;31;R;CAT III;22.7;4.0;-1.0;None;1;0;0;1
KJFK;10.0;23;320;>6000 ;31;L;CAT III;22.7;4.0;-1.0;None;1;0;0;1
KIAD;10.0;15;340;>6000 ;1;C;CAT III;13.0;7.5;-1.0;None;1;0;0;1
KLAX;8.0;3;-1;>6000 ;24;R;No ILS;0.0;0.0;25000.0;None;0;1;1;1
KATL;10.0;5;270;>6000 ;26;R;No ILS;4.9;0.9;-1.0;None;0;0;0;1
KATL;10.0;5;270;>6000 ;27;L;No ILS;5.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;5;270;>6000 ;28;X;No ILS;4.9;0.9;-1.0;None;0;0;0;1
KORD;10.0;16;210;>6000 ;28;C;CAT III;5.5;15.0;25000.0;None;1;0;0;1
KORD;10.0;16;210;>6000 ;27;C;CAT III;8.0;13.9;25000.0;None;1;0;0;1
KORD;10.0;16;210;>6000 ;27;R;CAT III;8.0;13.9;25000.0;None;1;0;0;1
KLAX;9.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;25000.0;None;0;1;1;1
KJFK;10.0;27;320;>6000 ;31;R;CAT III;26.6;4.7;-1.0;None;1;0;0;1
KJFK;10.0;27;320;>6000 ;31;L;CAT III;26.6;4.7;-1.0;None;1;0;0;1
KIAD;10.0;12;310;>6000 ;1;R;CAT III;6.0;10.4;-1.0;None;1;0;0;1
KIAD;10.0;12;310;>6000 ;1;C;CAT III;6.0;10.4;-1.0;None;1;0;0;1
KATL;10.0;5;-1;>6000 ;26;R;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;5;-1;>6000 ;27;L;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;5;-1;>6000 ;28;X;No ILS;0.0;0.0;-1.0;None;0;0;0;1
KORD;10.0;20;200;>6000 ;28;C;CAT III;3.5;19.7;-1.0;None;1;0;0;1
KORD;10.0;20;200;>6000 ;27;C;CAT III;6.8;18.8;-1.0;None;1;0;0;1
KORD;10.0;20;200;>6000 ;27;R;CAT III;6.8;18.8;-1.0;None;1;0;0;1
KORD;10.0;18;210;>6000 ;28;C;CAT III;6.2;16.9;25000.0;None;1;0;0;1
KORD;10.0;18;210;>6000 ;27;C;CAT III;9.0;15.6;25000.0;None;1;0;0;1
KORD;10.0;18;210;>6000 ;27;R;CAT III;9.0;15.6;25000.0;None;1;0;0;1
KLAX;9.0;10;250;>6000 ;24;R;No ILS;9.8;1.7;-1.0;None;0;1;1;1
KIAD;10.0;16;300;>6000 ;1;R;CAT III;5.5;15.0;-1.0;None;1;0;0;1
KIAD;10.0;16;300;>6000 ;1;C;CAT III;5.5;15.0;-1.0;None;1;0;0;1
KIAD;10.0;16;300;>6000 ;1;L;CAT III;5.5;15.0;-1.0;None;1;0;0;1
KJFK;10.0;26;310;>6000 ;31;R;CAT III;26.0;0.0;-1.0;None;1;0;0;1
KJFK;10.0;26;310;>6000 ;31;L;CAT III;26.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;7;260;>6000 ;26;R;No ILS;7.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;7;260;>6000 ;27;L;No ILS;6.9;1.2;-1.0;None;0;0;0;1
KATL;10.0;7;260;>6000 ;28;X;No ILS;6.6;2.4;-1.0;None;0;0;0;1
KJFK;10.0;23;340;>6000 ;31;R;CAT III;19.9;11.5;-1.0;None;1;0;0;1
KJFK;10.0;23;340;>6000 ;31;L;CAT III;19.9;11.5;-1.0;None;1;0;0;1
KORD;10.0;18;200;>6000 ;28;C;CAT III;3.1;17.7;25000.0;None;1;0;0;1
KORD;10.0;18;200;>6000 ;27;C;CAT III;6.2;16.9;25000.0;None;1;0;0;1
KORD;10.0;18;200;>6000 ;27;R;CAT III;6.2;16.9;25000.0;None;1;0;0;1
KLAX;9.0;11;250;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KATL;10.0;6;300;>6000 ;26;R;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KATL;10.0;6;300;>6000 ;27;L;No ILS;5.2;3.0;-1.0;None;0;0;0;1
KATL;10.0;6;300;>6000 ;28;X;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KIAD;10.0;15;320;>6000 ;1;R;CAT III;9.6;11.5;-1.0;None;1;0;0;1
KIAD;10.0;15;320;>6000 ;1;C;CAT III;9.6;11.5;-1.0;None;1;0;0;1
KIAD;10.0;15;320;>6000 ;1;L;CAT III;9.6;11.5;-1.0;None;1;0;0;1
KJFK;10.0;18;320;>6000 ;31;R;CAT III;17.7;3.1;-1.0;None;1;0;0;1
KJFK;10.0;18;320;>6000 ;31;L;CAT III;17.7;3.1;-1.0;None;1;0;0;1
KATL;10.0;8;260;>6000 ;26;R;No ILS;8.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;8;260;>6000 ;27;L;No ILS;7.9;1.4;-1.0;None;0;0;0;1
KATL;10.0;8;260;>6000 ;28;X;No ILS;7.5;2.7;-1.0;None;0;0;0;1
KLAX;10.0;11;250;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KORD;10.0;25;210;>6000 ;28;C;CAT III;8.6;23.5;25000.0;None;1;0;0;1
KORD;10.0;25;210;>6000 ;27;C;CAT III;12.5;21.7;25000.0;None;1;0;0;1
KORD;10.0;25;210;>6000 ;27;R;CAT III;12.5;21.7;25000.0;None;1;0;0;1
KJFK;10.0;16;330;>6000 ;31;R;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KJFK;10.0;16;330;>6000 ;31;L;CAT III;15.0;5.5;-1.0;None;1;0;0;1
KLAX;10.0;15;250;>6000 ;24;R;No ILS;14.8;2.6;-1.0;None;0;1;1;1
KIAD;10.0;11;300;>6000 ;1;R;CAT III;3.8;10.3;25000.0;None;1;0;0;1
KIAD;10.0;11;300;>6000 ;1;C;CAT III;3.8;10.3;25000.0;None;1;0;0;1
KIAD;10.0;11;300;>6000 ;1;L;CAT III;3.8;10.3;25000.0;None;1;0;0;1
KATL;10.0;5;270;>6000 ;26;R;No ILS;4.9;0.9;-1.0;None;0;0;0;1
KATL;10.0;5;270;>6000 ;27;L;No ILS;5.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;5;270;>6000 ;28;X;No ILS;4.9;0.9;-1.0;None;0;0;0;1
KORD;10.0;17;210;>6000 ;28;C;CAT III;5.8;16.0;25000.0;None;1;0;0;1
KORD;10.0;17;210;>6000 ;27;C;CAT III;8.5;14.7;25000.0;None;1;0;0;1
KORD;10.0;17;210;>6000 ;27;R;CAT III;8.5;14.7;25000.0;None;1;0;0;1
KJFK;10.0;21;320;>6000 ;31;R;CAT III;20.7;3.6;-1.0;None;1;0;0;1
KJFK;10.0;21;320;>6000 ;31;L;CAT III;20.7;3.6;-1.0;None;1;0;0;1
KIAD;10.0;9;300;>6000 ;1;R;CAT III;3.1;8.5;25000.0;None;1;0;0;1
KIAD;10.0;9;300;>6000 ;1;C;CAT III;3.1;8.5;25000.0;None;1;0;0;1
KIAD;10.0;9;300;>6000 ;1;L;CAT III;3.1;8.5;25000.0;None;1;0;0;1
KATL;10.0;6;240;>6000 ;26;R;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KATL;10.0;6;240;>6000 ;27;L;No ILS;5.2;3.0;-1.0;None;0;0;0;1
KATL;10.0;6;240;>6000 ;28;X;No ILS;4.6;3.9;-1.0;None;0;0;0;1
KLAX;10.0;11;230;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KORD;10.0;19;220;>6000 ;28;C;CAT III;9.5;16.5;14000.0;None;1;0;0;1
KORD;10.0;19;220;>6000 ;27;C;CAT III;12.2;14.6;14000.0;None;1;0;0;1
KORD;10.0;19;220;>6000 ;27;R;CAT III;12.2;14.6;14000.0;None;1;0;0;1
KATL;10.0;7;250;>6000 ;26;R;CAT III;6.9;1.2;-1.0;None;1;0;0;1
KATL;10.0;7;250;>6000 ;27;L;CAT III;6.6;2.4;-1.0;None;1;0;0;1
KATL;10.0;7;250;>6000 ;28;X;CAT III;6.1;3.5;-1.0;None;1;0;0;1
KJFK;10.0;12;320;>6000 ;31;R;CAT III;11.8;2.1;-1.0;None;1;0;0;1
KJFK;10.0;12;320;>6000 ;31;L;CAT III;11.8;2.1;-1.0;None;1;0;0;1
KLAX;10.0;11;250;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KORD;10.0;14;200;>6000 ;28;C;CAT III;2.4;13.8;8000.0;None;1;0;0;1
KORD;10.0;14;200;5000▼;27;C;CAT III;4.8;13.2;8000.0;None;1;0;0;1
KORD;10.0;14;200;5000▼;27;R;CAT III;4.8;13.2;8000.0;None;1;0;0;1
KIAD;10.0;4;290;>6000 ;1;R;CAT III;0.7;3.9;25000.0;None;1;0;0;1
KIAD;10.0;4;290;>6000 ;1;C;CAT III;0.7;3.9;25000.0;None;1;0;0;1
KIAD;10.0;4;290;>6000 ;1;L;CAT III;0.7;3.9;25000.0;None;1;0;0;1
KATL;10.0;4;240;>6000 ;26;R;CAT III;3.8;1.4;-1.0;None;1;0;0;1
KATL;10.0;4;240;>6000 ;27;L;CAT III;3.5;2.0;-1.0;None;1;0;0;1
KATL;10.0;4;240;>6000 ;28;X;CAT III;3.1;2.6;-1.0;None;1;0;0;1
KLAX;10.0;11;250;>6000 ;24;R;No ILS;10.8;1.9;-1.0;None;0;1;1;1
KJFK;10.0;11;330;>6000 ;31;R;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KJFK;10.0;11;330;>6000 ;31;L;CAT III;10.3;3.8;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;1;R;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;1;C;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KIAD;10.0;0;0;>6000 ;1;L;CAT III;0.0;0.0;-1.0;None;1;0;0;1
KORD;10.0;11;210;>6000 ;27;C;CAT III;5.5;9.5;7500.0;None;1;0;0;0
KIAD;10.0;4;210;>6000 ;1;R;CAT III;-3.8;1.4;19000.0;None;1;0;0;1
KIAD;10.0;4;210;>6000 ;1;C;CAT III;-3.8;1.4;19000.0;None;1;0;0;1
KIAD;10.0;4;210;>6000 ;1;L;CAT III;-3.8;1.4;19000.0;None;1;0;0;1
KLAX;10.0;10;230;>6000 ;24;R;No ILS;9.8;1.7;-1.0;None;0;1;1;1
KJFK;10.0;9;330;>6000 ;31;R;CAT III;8.5;3.1;-1.0;None;1;0;0;1
KJFK;10.0;9;330;>6000 ;31;L;CAT III;8.5;3.1;-1.0;None;1;0;0;1
KATL;10.0;3;210;>6000 ;26;R;CAT III;1.9;2.3;-1.0;None;1;0;0;1
KATL;10.0;3;210;>6000 ;27;L;CAT III;1.5;2.6;-1.0;None;1;0;0;1
KATL;10.0;3;210;>6000 ;28;X;CAT III;1.0;2.8;-1.0;None;1;0;0;1
KORD;10.0;10;210;>6000 ;28;C;CAT III;3.4;9.4;8000.0;None;1;0;0;0
KORD;10.0;12;240;>6000 ;28;C;CAT III;9.2;7.7;6500.0;None;1;0;0;0
KATL;10.0;5;230;>6000 ;26;R;CAT III;4.3;2.5;-1.0;None;1;0;0;1
KATL;10.0;5;230;>6000 ;27;L;CAT III;3.8;3.2;-1.0;None;1;0;0;1
KATL;10.0;5;230;>6000 ;28;X;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KIAD;10.0;3;280;>6000 ;1;R;CAT III;0.0;3.0;19000.0;None;1;0;0;1
KIAD;10.0;3;280;>6000 ;1;C;CAT III;0.0;3.0;19000.0;None;1;0;0;1
KIAD;10.0;3;280;>6000 ;1;L;CAT III;0.0;3.0;19000.0;None;1;0;0;1
KLAX;10.0;5;210;>6000 ;24;R;No ILS;4.3;2.5;-1.0;None;0;1;1;1
KJFK;10.0;7;330;>6000 ;31;R;CAT III;6.6;2.4;-1.0;None;1;0;0;1
KJFK;10.0;7;330;>6000 ;31;L;CAT III;6.6;2.4;-1.0;None;1;0;0;1
KIAD;10.0;3;360;>6000 ;1;R;CAT III;3.0;0.5;20000.0;None;1;0;0;1
KIAD;10.0;3;360;>6000 ;1;C;CAT III;3.0;0.5;20000.0;None;1;0;0;1
KIAD;10.0;3;360;>6000 ;1;L;CAT III;3.0;0.5;20000.0;None;1;0;0;1
KORD;10.0;8;260;>6000 ;28;C;CAT III;7.5;2.7;12000.0;None;1;0;0;0
KJFK;10.0;5;330;>6000 ;31;R;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KJFK;10.0;5;330;>6000 ;31;L;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KLAX;10.0;6;140;>6000 ;24;R;No ILS;-1.0;5.9;-1.0;None;0;1;1;1
KATL;10.0;5;230;>6000 ;26;R;CAT III;4.3;2.5;-1.0;None;1;0;0;1
KATL;10.0;5;230;>6000 ;27;L;CAT III;3.8;3.2;-1.0;None;1;0;0;1
KATL;10.0;5;230;>6000 ;28;X;CAT III;3.2;3.8;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KJFK;10.0;5;230;>6000 ;31;R;CAT III;0.9;4.9;-1.0;None;1;0;0;1
KJFK;10.0;5;230;>6000 ;31;L;CAT III;0.9;4.9;-1.0;None;1;0;0;1
KORD;10.0;11;280;>6000 ;28;C;CAT III;11.0;0.0;-1.0;None;1;0;0;0
KATL;10.0;5;250;>6000 ;26;R;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KATL;10.0;5;250;>6000 ;27;L;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KATL;10.0;5;250;>6000 ;28;X;CAT III;4.3;2.5;-1.0;None;1;0;0;1
KIAD;10.0;6;200;>6000 ;19;L;CAT III;5.9;1.0;20000.0;None;1;0;0;1
KIAD;10.0;6;200;>6000 ;19;C;CAT III;5.9;1.0;20000.0;None;1;0;0;1
KIAD;10.0;6;200;>6000 ;19;R;CAT III;5.9;1.0;20000.0;None;1;0;0;1
KORD;10.0;15;300;>6000 ;28;C;CAT III;14.1;5.1;-1.0;None;1;0;0;0
KIAD;10.0;4;130;>6000 ;19;L;CAT III;2.0;3.5;20000.0;None;1;0;0;1
KIAD;10.0;4;130;>6000 ;19;C;CAT III;2.0;3.5;20000.0;None;1;0;0;1
KIAD;10.0;4;130;>6000 ;19;R;CAT III;2.0;3.5;20000.0;None;1;0;0;1
KATL;10.0;7;260;>6000 ;26;R;CAT III;7.0;0.0;-1.0;None;1;0;0;1
KATL;10.0;7;260;>6000 ;27;L;CAT III;6.9;1.2;-1.0;None;1;0;0;1
KATL;10.0;7;260;>6000 ;28;X;CAT III;6.6;2.4;-1.0;None;1;0;0;1
KJFK;10.0;5;230;>6000 ;31;R;CAT III;0.9;4.9;-1.0;None;1;0;0;1
KJFK;10.0;5;230;>6000 ;31;L;CAT III;0.9;4.9;-1.0;None;1;0;0;1
KLAX;10.0;5;-1;>6000 ;24;R;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KJFK;10.0;8;220;>6000 ;31;R;CAT III;0.0;8.0;-1.0;None;1;0;0;1
KJFK;10.0;8;220;>6000 ;31;L;CAT III;0.0;8.0;-1.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;6;L;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KIAD;10.0;4;130;>6000 ;19;L;CAT III;2.0;3.5;20000.0;None;1;0;0;1
KIAD;10.0;4;130;>6000 ;19;C;CAT III;2.0;3.5;20000.0;None;1;0;0;1
KIAD;10.0;4;130;>6000 ;19;R;CAT III;2.0;3.5;20000.0;None;1;0;0;1
KATL;10.0;5;250;>6000 ;26;R;CAT III;4.9;0.9;-1.0;None;1;0;0;1
KATL;10.0;5;250;>6000 ;27;L;CAT III;4.7;1.7;-1.0;None;1;0;0;1
KATL;10.0;5;250;>6000 ;28;X;CAT III;4.3;2.5;-1.0;None;1;0;0;1
KORD;10.0;12;300;>6000 ;28;R;CAT III;11.3;4.1;7000.0;None;1;0;0;0
KIAD;10.0;5;190;>6000 ;19;L;CAT III;5.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;5;190;>6000 ;19;C;CAT III;5.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;5;190;>6000 ;19;R;CAT III;5.0;0.0;20000.0;None;1;0;0;1
KSFO;10.0;8;260;>6000 ;28;L;CAT III;7.5;2.7;18000.0;None;1;0;0;0
KORD;10.0;12;300;>6000 ;28;R;CAT III;11.3;4.1;7000.0;None;1;0;0;0
KLAX;10.0;3;210;>6000 ;6;L;No ILS;-2.6;1.5;-1.0;None;0;1;1;1
KATL;10.0;6;260;>6000 ;26;R;No ILS;6.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;6;260;>6000 ;27;L;No ILS;5.9;1.0;-1.0;None;0;0;0;1
KATL;10.0;6;260;>6000 ;28;X;No ILS;5.6;2.1;-1.0;None;0;0;0;1
KJFK;10.0;6;240;>6000 ;31;R;CAT III;2.1;5.6;-1.0;None;1;0;0;1
KJFK;10.0;6;240;>6000 ;31;L;CAT III;2.1;5.6;-1.0;None;1;0;0;1
KIAD;10.0;6;190;>6000 ;19;L;CAT III;6.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;6;190;>6000 ;19;C;CAT III;6.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;6;190;>6000 ;19;R;CAT III;6.0;0.0;20000.0;None;1;0;0;1
KSFO;10.0;6;260;>6000 ;28;L;CAT III;5.6;2.1;20000.0;None;1;0;0;0
KATL;10.0;7;250;>6000 ;26;R;No ILS;6.9;1.2;-1.0;None;0;0;0;1
KATL;10.0;7;250;>6000 ;27;L;No ILS;6.6;2.4;-1.0;None;0;0;0;1
KATL;10.0;7;250;>6000 ;28;X;No ILS;6.1;3.5;-1.0;None;0;0;0;1
KJFK;10.0;5;220;>6000 ;31;R;CAT III;0.0;5.0;25000.0;None;1;0;0;1
KJFK;10.0;5;220;>6000 ;31;L;CAT III;0.0;5.0;25000.0;None;1;0;0;1
KLAX;10.0;0;0;>6000 ;6;L;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KORD;10.0;12;300;>6000 ;28;C;CAT III;11.3;4.1;5500.0;None;1;0;0;0
KATL;10.0;5;240;>6000 ;26;R;No ILS;4.7;1.7;-1.0;None;0;0;0;1
KATL;10.0;5;240;>6000 ;27;L;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KATL;10.0;5;240;>6000 ;28;X;No ILS;3.8;3.2;-1.0;None;0;0;0;1
KLAX;10.0;0;0;>6000 ;6;L;No ILS;0.0;0.0;-1.0;None;0;1;1;1
KORD;10.0;9;310;>6000 ;28;C;CAT III;7.8;4.5;-1.0;None;1;0;0;0
KJFK;10.0;3;200;>6000 ;31;R;CAT III;-1.0;2.8;22000.0;None;1;0;0;1
KJFK;10.0;3;200;>6000 ;31;L;CAT III;-1.0;2.8;22000.0;None;1;0;0;1
KIAD;10.0;3;170;>6000 ;19;L;CAT III;2.8;1.0;20000.0;None;1;0;0;1
KIAD;10.0;3;170;>6000 ;19;C;CAT III;2.8;1.0;20000.0;None;1;0;0;1
KIAD;10.0;3;170;>6000 ;19;R;CAT III;2.8;1.0;20000.0;None;1;0;0;1
KSFO;10.0;7;260;>6000 ;28;L;CAT III;6.6;2.4;20000.0;None;1;0;0;0
KLAX;10.0;4;70;>6000 ;6;L;No ILS;3.9;0.7;-1.0;None;0;1;1;1
KJFK;10.0;5;220;>6000 ;31;R;CAT III;0.0;5.0;21000.0;None;1;0;0;1
KJFK;10.0;5;220;>6000 ;31;L;CAT III;0.0;5.0;21000.0;None;1;0;0;1
KSFO;10.0;7;250;>6000 ;28;L;CAT III;6.1;3.5;20000.0;None;1;0;0;0
KATL;10.0;5;230;>6000 ;26;R;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KATL;10.0;5;230;>6000 ;27;L;No ILS;3.8;3.2;-1.0;None;0;0;0;1
KATL;10.0;5;230;>6000 ;28;X;No ILS;3.2;3.8;-1.0;None;0;0;0;1
KIAD;10.0;7;190;>6000 ;19;L;CAT III;7.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;7;190;>6000 ;19;C;CAT III;7.0;0.0;20000.0;None;1;0;0;1
KIAD;10.0;7;190;>6000 ;19;R;CAT III;7.0;0.0;20000.0;None;1;0;0;1
KORD;10.0;9;310;>6000 ;27;R;CAT III;6.9;5.8;-1.0;None;1;0;0;0
KORD;10.0;9;310;>6000 ;28;C;CAT III;7.8;4.5;-1.0;None;1;0;0;0
KLAX;10.0;3;60;>6000 ;6;L;No ILS;3.0;0.0;-1.0;None;0;1;1;1
KSFO;10.0;10;260;>6000 ;28;L;CAT III;9.4;3.4;20000.0;None;1;0;0;0
KJFK;10.0;5;200;>6000 ;31;R;CAT III;-1.7;4.7;20000.0;None;1;0;0;1
KJFK;10.0;5;200;>6000 ;31;L;CAT III;-1.7;4.7;20000.0;None;1;0;0;1
KIAD;10.0;8;200;>6000 ;19;C;CAT III;7.9;1.4;20000.0;None;1;0;0;1
KATL;10.0;5;240;>6000 ;26;R;No ILS;4.7;1.7;-1.0;None;0;0;0;1
KATL;10.0;5;240;>6000 ;27;L;No ILS;4.3;2.5;-1.0;None;0;0;0;1
KATL;10.0;5;240;>6000 ;28;X;No ILS;3.8;3.2;-1.0;None;0;0;0;1
KORD;10.0;10;10;>6000 ;27;C;CAT III;-1.7;9.8;5000.0;None;1;0;0;0
KORD;10.0;10;10;>6000 ;27;R;CAT III;-1.7;9.8;5000.0;None;1;0;0;0
KORD;10.0;10;10;>6000 ;28;C;CAT III;0.0;10.0;5000.0;None;1;0;0;0
KSFO;10.0;11;260;>6000 ;28;R;CAT III;10.3;3.8;800.0;None;1;0;0;0
KSFO;10.0;11;260;>6000 ;28;L;CAT III;10.3;3.8;800.0;None;1;0;0;0
KJFK;10.0;8;220;>6000 ;31;R;CAT III;0.0;8.0;19000.0;None;1;0;0;1
KJFK;10.0;8;220;>6000 ;31;L;CAT III;0.0;8.0;19000.0;None;1;0;0;1
KORD;10.0;13;350;>6000 ;27;C;CAT III;2.3;12.8;-1.0;None;1;0;0;0
KORD;10.0;13;350;>6000 ;27;R;CAT III;2.3;12.8;-1.0;None;1;0;0;0
KORD;10.0;13;350;>6000 ;28;C;CAT III;4.4;12.2;-1.0;None;1;0;0;0
KATL;10.0;7;240;>6000 ;26;R;No ILS;6.6;2.4;-1.0;None;0;0;0;1
KATL;10.0;7;240;>6000 ;27;L;No ILS;6.1;3.5;-1.0;None;0;0;0;1
KATL;10.0;7;240;>6000 ;28;X;No ILS;5.4;4.5;-1.0;None;0;0;0;1
KLAX;10.0;3;80;>6000 ;6;R;No ILS;2.8;1.0;-1.0;None;0;1;1;1
KIAD;10.0;9;210;>6000 ;19;L;CAT III;8.5;3.1;16000.0;None;1;0;0;1
KIAD;10.0;9;210;>6000 ;19;C;CAT III;8.5;3.1;16000.0;None;1;0;0;1
KIAD;10.0;9;210;4500▼;19;R;CAT III;8.5;3.1;16000.0;None;1;0;0;1
KJFK;10.0;8;230;>6000 ;31;R;CAT III;1.4;7.9;20000.0;None;1;0;0;1
KJFK;10.0;8;230;>6000 ;31;L;CAT III;1.4;7.9;20000.0;None;1;0;0;1
KATL;10.0;14;270;>6000 ;26;R;No ILS;13.8;2.4;-1.0;None;0;0;0;1
KATL;10.0;14;270;>6000 ;27;L;No ILS;14.0;0.0;-1.0;None;0;0;0;1
KATL;10.0;14;270;>6000 ;28;X;No ILS;13.8;2.4;-1.0;None;0;0;0;1
KSFO;10.0;11;260;>6000 ;28;R;CAT III;10.3;3.8;800.0;None;1;0;0;0
KSFO;10.0;11;260;>6000 ;28;L;CAT III;10.3;3.8;800.0;None;1;0;0;0
KLAX;7.0;5;100;>6000 ;24;R;No ILS;-3.8;3.2;-1.0;None;0;1;1;1
KORD;10.0;12;340;>6000 ;27;C;CAT III;4.1;11.3;-1.0;None;1;0;0;0
KORD;10.0;12;340;>6000 ;27;R;CAT III;4.1;11.3;-1.0;None;1;0;0;0
KORD;10.0;12;340;>6000 ;28;C;CAT III;6.0;10.4;-1.0;None;1;0;0;0
KIAD;10.0;9;200;>6000 ;19;L;CAT III;8.9;1.6;16000.0;None;1;0;0;1
KIAD;10.0;9;200;>6000 ;19;C;CAT III;8.9;1.6;16000.0;None;1;0;0;1
KIAD;10.0;9;200;>6000 ;19;R;CAT III;8.9;1.6;16000.0;None;1;0;0;1
KSFO;10.0;8;270;>6000 ;28;R;CAT III;7.9;1.4;800.0;None;1;0;0;0
KSFO;10.0;8;270;>6000 ;28;L;CAT III;7.9;1.4;800.0;None;1;0;0;0
KJFK;10.0;10;200;>6000 ;31;R;CAT III;-3.4;9.4;25000.0;None;1;0;0;1
KJFK;10.0;10;200;>6000 ;31;L;CAT III;-3.4;9.4;25000.0;None;1;0;0;1
KIAD;10.0;11;210;>6000 ;19;L;CAT III;10.3;3.8;12000.0;None;1;0;0;1
KIAD;10.0;11;210;>6000 ;19;C;CAT III;10.3;3.8;12000.0;None;1;0;0;1
KIAD;10.0;11;210;>6000 ;19;R;CAT III;10.3;3.8;12000.0;None;1;0;0;1
KLAX;6.0;5;50;>6000 ;24;R;No ILS;-4.9;0.9;30000.0;BR;0;1;1;1
KATL;10.0;13;290;>6000 ;26;R;No ILS;11.3;6.5;-1.0;None;0;0;0;1
KATL;10.0;13;290;>6000 ;27;L;No ILS;12.2;4.4;-1.0;None;0;0;0;1
KATL;10.0;13;290;>6000 ;28;X;No ILS;12.8;2.3;-1.0;None;0;0;0;1
KORD;10.0;9;360;>6000 ;27;C;CAT III;0.0;9.0;-1.0;None;1;0;0;0
KORD;10.0;9;360;>6000 ;27;R;CAT III;0.0;9.0;-1.0;None;1;0;0;0
KORD;10.0;9;360;>6000 ;28;C;CAT III;1.6;8.9;-1.0;None;1;0;0;0
KSFO;10.0;9;260;>6000 ;28;R;CAT III;8.5;3.1;20000.0;None;1;0;0;0
KSFO;10.0;9;260;>6000 ;28;L;CAT III;8.5;3.1;20000.0;None;1;0;0;0
KIAD;10.0;10;210;>6000 ;19;C;CAT III;9.4;3.4;16000.0;None;1;0;0;1
KLAX;8.0;4;110;>6000 ;24;R;No ILS;-2.6;3.1;-1.0;None;0;1;1;1
KATL;10.0;10;290;>6000 ;26;R;No ILS;8.7;5.0;-1.0;None;0;0;0;1
KATL;10.0;10;290;>6000 ;27;L;No ILS;9.4;3.4;-1.0;None;0;0;0;1
KATL;10.0;10;290;>6000 ;28;X;No ILS;9.8;1.7;-1.0;None;0;0;0;1
KORD;10.0;5;-1;>6000 ;27;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
KORD;10.0;5;-1;>6000 ;27;R;CAT III;0.0;0.0;-1.0;None;1;0;0;0
KORD;10.0;5;-1;>6000 ;28;C;CAT III;0.0;0.0;-1.0;None;1;0;0;0
KJFK;10.0;12;200;>6000 ;31;R;CAT III;-4.1;11.3;18000.0;None;1;0;0;1
KJFK;10.0;12;200;>6000 ;31;L;CAT III;-4.1;11.3;18000.0;None;1;0;0;1
